@relation normspam
@attribute text string
@attribute @@class@@ {norm,,spam}
@data
'i̇yi günler hocam   tarihindeki stajima nöbetim  olduğundan gelemeyecegim  gün içerisinde odanıza geldim konuyu arz etmek için fakat ulaşamadım size nurdan yazdım',norm
'hocam dersleri sizin onayınız a  gönderdiğim için ekleme yapamıyorum  bu konuda ne yapmalıyım yardımcı olur musunuz ',norm
'sümeyye özmen ben seçeyim senin adına istersen sen yanlışlıkla eksik bıraktın sanırım obs den mesaj yazmıştım sana',norm
'i̇yi günler hocam   şubat tarihindeki bütünleme sınavları ertelendiği için sağlık kurumlarında kalite yönetimi dersinden kaldım olarak gözüküyor   sistemde  yeni bütünleme sınavı  tarihi  şubatta ders kaydını  şubat tarihinde yaptım size ulaşmamız gerektiğiyle ilgili mesaj geldi gruptan bu konuyla alakalı yapmam gereken herhangi bir şey var mı teşekkür ederim n',norm
'merhaba yasin ders eksik seçmişsin akts olmak zorunda',norm
'tmm hocam diğerini de seçeyim teşekkür ederim ',norm
'i̇yi akşamlar hocam sağlık yönetimi  sınıftan yasin şimşek ogrtm i̇ş sağlığı ve güvenliği sertifikası ni okuldan alıp tarafınıza teslim edemedim il dışında ikamet ediyorum ayın  ve  ndeki sinavlar iptal olduğundan okula gelemedim evrak teslimiyle ilgili zaman kısıtı var mı bu konuda ne  yapmalıyım yarın son gün diye mesaj geldi ama yarında hastanede nbtciyim ',norm
'i̇yi günler yasin bey olur getirebilirsin eğer burdur da değilsen sadece sertifika için gelmene gerek yok sertifikayı taratıp önlü arkalı mail adresime gönderebilirsin',norm
'tamam hocam yarın öğrenci işlerinden halledip tarafınıza ileteceğim tekrar teşekkür ediyorum i̇yi akşamlar',norm
'hocam iyi günler antalya cikisi dağbeli mevkinde kaldım sınava yetisemeyebilirim ama gelmeye çalışacağım muhtemelen trafik kazası var hava şartları olumsuz yönde ilerliyor ',norm
'geçmiş olsun yasin i̇stersen bütünlemeye girebilirsin',norm
'tamam hocam teşekkür ediyorum gelmeye çalışacağım öğleden sonra toplantı varmış ',norm
'sayın şi̇mşek dekanlığımıza vermiş olduğunuz harç iadesi dilekçeniz sağlık kültür ve spor daire başkanlığı başkanlığı tarafından incelenmiş olup ilgili yazı ekte sunulmuşturbilginize akdeniz ünv edebiyat fakültesi',norm
'öğrenci şifresinin değiştirilmesi sn yasi̇n şi̇mşekbu eposta şifre değişiklik ekranından yapmış olduğunuz isteğe bağlı olarak gönderilmiştironay kodunuz ktfvnn',norm
'ders ekle sil i̇i̇bf sağlık yönetimi  öğretim  sınıf  öğrencisiyim ders ekle sil haftasında iş sağlığı ve güvenliği seçmeli dersini sildiğim halde hala sistemimde gözüküyor öğrenci işleri kendi sistemlerinden sildiklerini söyledi sizin de sisteminizden silmeniz gerekiyormuş konuyla ilgili yardımcı olmanızı rica ediyorum ',norm
'merhaba bu konu ile ilgili biriminiz öğrenci işleri ile irtibat kurunuz öğrenci bilgi sistemindeki ders silme ders ekleme ders birleştirme danışman onayı derslerin yapılacağı yöntemin yüz yüze uzaktan obsye işlenmesi işlemleri birim öğrenci işleri tarafından yapılmaktadır uzaktan eğitim merkezi sadece öğrenci bilgi sistemindeki bilgilere obs  göre işlem yapmaktadır önce öğrenci işleri biriminizin düzeltmeyi yapması gerekiyor öğrenci işleri biriminiz düzeltmeyi uygularsa  pazar günü gece saat  den sonra yapılan düzeltme uzem de de görülecektiri̇yi çalışmalarn',norm
'anahtar dergisi  mart  sayısı yayımlandı sanayi ve teknoloji bakanlığı değerli paydaşımız tc sanayi ve teknoloji bakanlığının aylık yayını olan ve  yıldır kesintisiz bir şekilde yayımlanan anahtar dergisinin girişimcilik temalı mart  sayısına aşağıdaki görsel üzerinden ulaşabilirsinizn n',norm
'i̇lişik kesme işlemi sakarya üniversitesi kütüphanesi  kütüphane üyeliğiniz sona ermiştir yapılan işlemde bir yanlışlık varsa lütfen kütüphane yönetimi ile iletişime geçiniz',norm
'batı karadeniz kariyer fuarı gelen kutusu sabi̇s bilgi sakarya üniversitesi bilgi sistemi batı karadeniz kariyer fuarı sayın hüseyi̇n şi̇mşekdeğerli öğrencilerimiz  mezunlarımızcumhurbaşkanlığı i̇nsan kaynakları ofisi tarafından  “yetenek her yerde” temasıyla gerçekleştirilecek olan “batı karadeniz kariyer fuarı”  mart  tarihinde bolu abant i̇zzet baysal üniversitesi ev sahipliğinde  paydaş üniversite ve meslek odalarının işbirliği ile düzenlenecektir sakarya üniversitesi olarak katılacağımız bu kariyer fuarında tüm katılımcılar meslek hakkında bilgi edinme kariyer planlarına yön verme birçok firma ile tanışma ve iletişim kurma işstaj olanaklarını değerlendirme imkânı bulacaklardır ayrıca fuar süresince gerçekleştirilecek olan kişisel ve mesleki gelişim etkinlikleri seminerler bilgilendirme oturumları atölye çalışmaları mülakat simülasyonları gibi etkinliklerle öğrenci ve mezunlarımızın eğitimlerine ilgi ve becerilerine uygun kariyer alanlarını belirlemelerine fırsat sunulacaktır bu amaçla batı karadeniz kariyer fuarına katılımlarınızı bekliyoruzaşağıdaki linkten kayıt olabilir ve kayıt için gerekli bilgiyi aşağıdaki görselde bulabilirsiniz link için yetenekkapisiorg not katılım için kontenjan sınırlıdırnot batıkaf fuarına gidişgeliş üniversitemiz tarafından ücretsiz olarak sağlanacaktır',norm
'oecdyouthwise gençlik danışma kurulu başvuruları hk   sabi̇ssakarya üniversitesi bilgi sistemi oecdyouthwise gençlik danışma kurulu başvuruları hk sayın hüseyi̇n şi̇mşek değerli öğrencimizmezunumuz ekonomik i̇şbirliği ve kalkınma örgütünün oecd gençlik danışma kuruluna youthwise katılmak için başvurular açılmıştır youthwise için başvurular  ocak  tarihleri arasında yapılabilecektir detaylar ve başvuru bilgileri aşağıda yer almaktadır',norm
'yeni yıl tebriği fati̇h savaşan  yeni yıl tebriği i acısı tatlısı ile tamamladık mart den itibaren başlayan covid salgını hem sizin hem de öğretim elemanlarımızın rutinlerini bozan bir etki oluşturdu üniversite olarak eğitim süreçlerinin en az hasarla atlatılması için çaba sarf ettik yüksek öğretim kurumları arasında süreci en iyi yürüten kurumlardan birisi belki de en iyisi olduk katkı sunan tüm çalışan ve hocalarımıza müteşekkirim siz değerli öğrencilerimize olumsuzluğun en az yansıması için zamanında etkin tedbirler aldık sizler de karşı karşıya kaldığınız tüm olumsuzluklara rağmen hayata en iyi şekilde hazırlanma çabanızı sürdürdünüz her birinize gönülden teşekkür ediyorum sevgili öğrencimiz söz verdiğimiz gibi her öğrencimizin kendisini değerli hissetmesi ilkesine uygun mekansal düzenlemeler yaptık kampüste kütüphaneleri sosyal alanları yürüyüş yollarını ve engelli öğrencilerimize dönük iyileştirmeleri en yüksek hassasiyetle sürdürdük bisiklet yollarını tamamladık  eylül de bambaşka kampüslerde sizi karşılayabildik memnuniyetiniz bizi memnun etti  bahar döneminde de projelendirdiğimiz bazı iyileştirmelerle yaşayan kampüs konseptine daha da uyumlu hale geleceğizkıymetli öğrencimiz öğrencilerimiz hedef koyabilsin hedeflerini revize edebilsin istedik çap ve yandal imkanlarını artırdık çap sayısını yaklaşık  kat artırarak e yaklaştırdık yandal sayısını üç kat artırdık i̇lgi alanı uygulamasını ve sosyal transkripti başlattık öğrenci arge uyumu ile yaklaşık  öğrencimizi projelerle ve hocalarla eşleştirdik  umde işyerim fakültemde ve sektör dersleri ile sektörle entegrasyonu sağlama bakımından türkiyenin en iyi üniversitesi olduk her programa ve eğitim modülüne öğrencilerimizin teveccühü oldukça sevindirici boyutlarda gerçekleşti hayal kuran hayalini hedefe dönüştüren ve hedefe dönük somut adımlar atan öğrencilerimiz sayesinde mezunlarımızın istihdam piyasasında rekabetçiliği daha da artacak değerli öğrencimizsaüde artık her on öğrenciden biri uluslararasımisafir öğrencidir uluslararası öğrencilerimizin kurdukları topluluklar teknoloji toplulukları sosyal kültürel ve sportif topluluklara sizlerin ilgisi ve toplulukların faaliyet yoğunluğu hepimizin gururu olmaya devam etmektedir teknoloji takımlarımızın ulusal ve uluslararası dereceleri ile gurur duyduk saüye gelecek dönem bir öğrenci teknoloji üssü kazandıracağı saü öğrenci topluluğu sayısı bakımından türkiyenin ikinci üniversitesidir sosyal transkript uygulaması da sizin bu gayretinizi tanıma ve liderlik ve ekip çalışması özelliklerinizi belgelemeye dönük bir saü markasıdır bir çok üniversite bu uygulamayı hayata geçirme hazırlığındadır i̇stiyoruz ki öğrencilerimiz sadece diploma ile değil ilave donanım ve becerilerle mezun olsunlar sevgili öğrencimiz sizinle yol yürümeyi önemsiyoruz direksiyonda sizin olmanızı arzu ediyoruz sizin dünyayı ve geleceğin terndlerini okuma becerinizi ve hazırlık yapma dinamiz ve motivasyonunuza inanıyoruz yeni yılın ilk günlerinde başlayacak olan final sınavlarınızda başarılar diliyorum yi aileniz ve sevdiklerinizle sağlık ve huzur içinde geçirmenizi temenni ediyor birlikte çabamız sayesinde daha iyi bir türkiye ve dünya hayalimizin gerçekleşeceği kanaatimi sizlerle paylaşıyorum allaha emanet olun',norm
'saü merkez kütüphanesi görüşlerinizi merak ediyor değerli kullanıcımız kütüphane hizmetlerimizi  kütüphaneye gelerek veya uzaktan kullandığınız için teşekkür ederizsizi kütüphanemiz hizmetlerini değerlendirmek ve görüşleriniz doğrultusunda hizmetlerimizi ileriye taşımak amacıyla hazırladığımız anketimize davet etmek istiyoruz anket linki httpsdocsgooglecomformsdefaipqlseucnuypojguuzgwkcbljvwyzrcpjjftjlwtelgrwviewform geri bildiriminiz kütüphanemize önemli katkı sağlayacak olup kütüphane hizmetlerimizi iyileştirmek ve personelimizi motive etmek adına yardımcı olacaktır değerli vaktinizi ayırdığınız için teşekkür eder sağlıklı günler dilerizn',norm
'öğretmenler gününüz kutlu olsun sakarya üniversitesi kütüphanesi  değerli kullanıcımız kütüphane ekibi olarak geleceğin öğretmeni olan sizlerin  kasım öğretmenler gününü kutluyoruz httpswwwyoutubecomwatchv=hfuwpnmfq i̇yi ve sağlıklı günler dilerizn',norm
'selfcheck kitap ödünç almai̇ade etme makinesi değerli kullanıcımızselfcheck kitap ödünç almai̇ade etme makinesi i̇şlemlerinde dikkat edilmesi gerekenler  ödünç alma işlemlerinde kitabın demirbaş etiketini okutmayı unutmayınız  ödünç aldığınız kitapları kütüphane hesabınızdan kontrol ediniz  kitapları hesabınızda göremiyorsanız ödünç verme servisine başvurunuz  i̇ade işlemlerinin başarılı sonlandırıldığından emin olunuz  kütüphane hesabınızdan kontrol ediniz aksi takdirde kitap hesabınızda kalacağından gecikme bedeli işlemeye devam edecektir not selfcheck ile kitap alma işlemlerinizi yeni tc kimlik kartınızın arkasındaki barkodu okutarak gerçekleştirebilirsiniz httpswwwyoutubecomwatchv=bqsqupybe i̇yi çalışmalar dilerizn n',norm
'fark yaratanlar programı hk sayın hüseyi̇n şi̇mşek sabancı vakfı tarafından toplumsal gelişmeye katkıda bulunan kişilerin öykülerinin görünür kılındığı “fark yaratanlar programı” çevre eğitim ekonomik gelişme sağlık toplumsal adalet ve yurttaş katılımı gibi farklı kategorilerde fark yaratanları aramaya devam ediyor son başvuru tarihi  kasım  başvuru linki wwwfarkyaratanlarorgbasvur detaylı bilgiler ektedir',norm
'webinar literatür tarama teknikleri ve pratik araştırma i̇puçları değerli kullanıcımız günümüzün aşırı bilgi ortamında güvenilir akademik kaynaklara ulaşmanın yolu nedir literatür taramasını kolaylaştıracak yöntemler ve araçlar nelerdirbu sorulara cevap bulabileceğiniz “literatür tarama teknikleri ve pratik araştırma i̇puçları” konulu webinara davetlisiniz tarih  ekim  çarşamba  saat    zoom bağlantı adresi httpsebscoturkeyzoomusj zoom toplantı id    seminer konuları tüm kütüphane kaynaklarında aynı anda arama tam metin akademik ve hakemli dergi makaleleri ekitaplar tezler vaka çalışmaları ve farklı döküman türleri için tek giriş noktası in üzerinde türkçe ve farklı dillerde ekitap için çevrimiçi ve çevrimdışı kullanım özellikleri web of science ve scopus atıf indekslerindeki makaleler ve atıf sayıları arama terimleriniz ile en ilgili sonuçlar detaylı daraltıcılar tarih konu coğrafya yayın vs ile hedefe yönelik araştırma otomatik olarak kaynakça oluşturma ve bibliyografik yönetim programları endnote procite vb ile entegrasyon aramalar ve dergiler için hatırlatmalar kişisel klasör kullanımı dergi arama',norm
'webinar rosetta stone ile dil eğitiminizi destekleyin değerli kullanıcımız  rosetta stonea bilgisayardan ve mobil uygulama üzerinden erişim ve önemli özelliklerine dair bilgi almak için webinara davetlisiniz tarih  ekim  çarşamba saat  –  zoom bağlantı adresi httpsebscoturkeyzoomusj  zoom toplantı id      rosetta stone etkileşimli yaklaşımı sayesinde dünyadaki milyonlarca kullanıcı tarafından tercih edilmektedir ve artık her yerden ve her zaman erişim imkanı sunmaktadır ayrıca mobil uygulama ile de kullanılabilmektedir konuşma yazma okuma ve anlama yeteneklerini doğal bir şekilde öğreten rosetta stone ile ezber ve çeviri zorunluluğu ortadan kalkmaktadır rosetta stone ile i̇ngilizce fransızca almanca i̇spanyolca rusça ve türkçe de dahil olmak üzere  dil öğrenebilirsiniz  toplantıyı takviminize ekleyin  outlook takvim httpszoomusmeetingtzcsduqurjoqgzzuhiencvjimbksyics google takvim httpszoomusmeetingtzcsduqurjoqgzzuhiencvjimbksycalendargoogleaddn',norm
'  c stajyer araştırmacı burs programı star c stajyer araştırmacı burs programı star lisans öğrencilerimizin arge kültürü kazanmaları araştırma ekosistemine ilk adımı atmaları ve araştırma yapmaya teşvik edilmeleri amacıyla stajyer  araştırmacı burs programına başvurular başlamış olup detaylı bilgiler ektedir son başvuru tarihi  ekim  saat ',norm
'tümer altaş aş sınav hazırlık ve dil eğitimi veritabanı deneme erişimi  ekim  değerli kullanıcımız tümer altaş aş sınav hazırlık ve dil eğitimi veritabanı deneme erişime açılmıştırdetaylara duyurular sayfasından erişebilirsinizhttpskutuphanesakaryaedutrtrduyurugostertumeraltasassinavhazirlikvedilegitimiveritabanidenemeerisimiekim',norm
'erasmus koordi̇natörlüğü üni̇versi̇te yaşamina uyum programi sayın hüseyi̇n şi̇mşek üniversite yaşamına uyum programı yeni kazanan öğrencilerimizin üniversite hayatına ve sakarya üniversitesini daha iyi tanıyabilmeleri için düzenlenmektedir öğrencilerimizin erasmus koordinatörlüğümüzü daha yakından tanıyabilmeleri için değişim programları  erasmus programının tanıtımı  çarşamba günü saat te kongre merkezi nevzat kor salonunda yapılacaktır tüm uyum programları hibrit şeklinde yapılacaktır  sadece koordinatörlük ve daire başkanlıklarına yönelik uyum programları i̇letişim koordinatörlüğü tarafından canlı olarak yayınlanacaktır',norm
'oxford handbook erişimleri değerli kullanıcımız abone olduğumuz ebook subscription super collection turkey içinde yer alan oxford handbook kitaplarına aşağıdaki adresten ulaşabilirsiniz httpskutuphanesakaryaedutrtrduyurugosteroxfordhandbookerisimleri kampüs dışından ulaşmak için kütüphane hesabınız ile vetis kampüs dışı erişimden oturum açmanız gerekmektediri̇yi çalışmalar dileriz',norm
'ders secimi hocam merhabalar ben yaz okulunda mühendislik fakültesinden web programlama dersini seçmiştim sabiste verintabani yönetimi dersi gözüküyor bu konudane yapabilirim',norm
'mustafa algın fakülte yönetim kurulu kararı ekte öğrenci işlerindeki süleyman güven beye mail atın o halledemezse muhtemelen ana kampüste birilerine yönlendirir sizi',norm
'teyit edemedim ama bizde öğrenci işleri ders açılmadığı veya başka bir nedenle öğrenci dersi seçemezse en uygun dersi seçip ekliyor sen veri tabanı dersini almadı isen bu dersi alman mantıklı web programlama dersi açılmamış gözüküyor yeterli sayıya ulaşmadı sanırım öğrenci işlerine ulaşıp bu durumu doğrula istersen veri tabanı dersini seçmeliydi artık bizde yanlış hatırlamıyorsam aldıysan bu dersi almana gerek yok o zaman bu işin üzerine düşüp sildirmen gerekecek',norm
'ders seçimi veri tabanı seçmeli dersler arasında varmış ben devam edeyim dersi almaya teşekkürler ',norm
'hocam merhaba ben  sınıf öğrencisiyim  kamuda çalıştığım için eğitime devam edemedim uzaktan eğitim döneminde derslerimin büyük kısmını tamamladım   temel dersim kaldı  azami sürem son gözüküyor kalan derslerimi hiç almadım  kalan dersleri bitirebilmek için ne yapabilirimdevam etme şansım olurmu bilgi verirseniz sevinirim numara b',norm
'hocam merhaba ben böte son sınıftayım  kayıtlıyım çalıştığım için okula devam edememiştim geçen yıl intibak yaptırdımbu yıl aldığım derslerle geriye  dersim kalıyor azami süre işlemlerinde son yılım gözüküyor kalan derslerimi bitrmek için ne yapabilirim bilgi verebilirseniz sevinirim i̇yi çalışmalar okul no  b',norm
'hocam merhaba ben böte sınıf öğrencisiyim danışman hocam siz gözüküyorsunuz öğretmen olduğum için bölüme devam edemedim  kayıtlıyım  de intibak yaptırdım bu yıl  temel dersim ve öğretmenlik uygulamam kalıyor azami süre bu sene son gözüküyor bende devam etme yada sınav hakkım varmıdır ne yapabilirim bu konuda yardım',norm
'hüseyi̇n şi̇mşek b  nesne tabanli programlama ödevi̇m son projeyi̇ bi̇r kaç güne ekleri̇m hocam teşekkürler',norm
'ders saati hocam merhaba hocam yarınki  bde ve bilim teknoloji dersi saatleri aynımı olacak yoksa akşam mı olacak akşam olacaksa ben ikinci ödevlerin sunumunu yapabilirim teşekkürler',norm
'derse yazilma merhabalar hocam ben böte öğrenci̇si̇yi̇m  kayitliyim bahar dönemi̇ ders kayitlarinda nesne tabanli programlama dersi̇ni̇ seçti̇ği̇mde ders programi hatalidir uyarisi veri̇yor si̇stem bu konuda yardimci olabi̇li̇rmi̇si̇ni̇zokul no b',norm
'derse yazilma merhabalar bahar dönemi̇ derse yazilma i̇şlemleri̇ni̇ yaparken nesne tabanli programlama dersi̇ni̇ seçemi̇yorum ders programi hatasi veri̇yor si̇stem bu konuda yardimci olabi̇li̇rmi̇si̇ni̇z okul numaram b',norm
'derse yazılma hocam merhaba ben böte öğrencisiyim danışmanın siz gözüküyorsunuz ders yazılma işlemi sırasında  nesne tabanlı programlama dersini seçemiyorum ders programı hatalıdır uyarısı alıyorum bu dersi seçmeden üst dönemden de ders alamıyorum bu konuda yardımcı olursanız sevinirim okul numaram b',norm
'ödev b hocam kusura bakmayın mailinizi yeni farkettim sanırım drive ayarlarında bir hata yaptım yükleme zamanı da geçmiş youtube da yüklemiştim tekrar burdan paylaşayım inşallah kabul edersiniz httpsdrivegooglecomfiledwkahteshongbnstedwrpjmqybrrjviewusp=sharing httpsyoutubezmfjcymyzc',norm
'ders duyurusu ders saati önceki haftalardaki talepleriniz doğrultusunda dersimiz  da başlayacaktırhali̇l i̇brahi̇m cebeci̇',norm
'gelecek haftanın makalesi merhaba beşinci hafta çalışma dosyası ektedir biraz eski bir makale ancak çok yüksek atıf almış bu nedenle bu makaleyi inceleyelim istedim sunumu üzeyir kurt ve sinem kurt gerçekleştirecektir makaleyi detaylı incelemekle birlikte özellikle sunum hazırlayanlar güncel durum hakkında bilgi verirlerse dahaa faydalı olacaktır kolay gelsin künye onat y d d f  ali̇kiliç ö a  sosyal ağ sitelerinin reklam ve halkla ilişkiler ortamlari olarak değerlendirilmesi journal of yaşar university n n',norm
'dördüncü hafta okuma metni ve ders değerlendirmeleri merhaba sunum dosyalarınızı yüklemeniz için ödevi online ödev olarak tanımladım ödev notlarınız sunum için hazırladığınız dosya ile verilecektir  sunum yapanlar yüklesin henüz yapmayanlar sunum öncesinde yüklerse iyi olursunum performansı ara sınav notunu oluşturacaktır ayrıca derse katılımdan alacağınız performans görevi notu oluşturdumfinal notunuz sene sonunda okunan makaleler üzerinden yapılacak sınavla belirlenecektirdördüncü hafta ödev künyesi ve dosyası ektedir makale sunumunu ahmet serdar çokluk gerçekleştirecektir  oral b g  yeşi̇lkaya y  kri̇pto para i̇ki̇lemi̇ karapara aklama ve bi̇tcoi̇n süleyman demirel üniversitesi sosyal bilimler enstitüsü dergisi   kolay gelsin',norm
'arkadaşlar geçen hafta dersi  a almak ile ilgili bir talep gelmişti bu hafta da  da başlayalım ders anında tekrar durumu değerlendiririz hali̇l i̇brahi̇m cebeci̇',norm
'ders erteleme arkadaşlar sabahtan beri bir öksürük krizi ile boğuşuyorum bu yüzden dersi  a almıştım ama maalesef henüz geçmiş değil geçen hafta benzer durumlardan çok sağlıklı bir ders olmamıştı o yüzden affınıza sığınarak dersi haftaya pazar  da yapmak üzere erteliyorum i̇yi günlern n n',norm
'derslerimiz hk merhaba arkadaslar dersimizi yarin ve bundan sonraki her hafta bir aksilik olmadigi takdirde da baslatmayi planliyorum boylece benden sonraki derse yetismenizle ilgili problem olmayacagini umit ediyorumyarin görüşmek üzere n n',norm
'değerlendirme ve üçüncü hafta sunumla i̇lgilimerhaba ödev ve vize notlarınız sunum performansınız ve hazırladığınız sunum içeriğinden verilecektir finalde ise her hafta işlediğimiz makalelerden sınav olacaktır makaleyi sunarken açıklayıcı veya destekleyici ilave kaynaklardan faydalanabilirsiniz ancak önceliğimiz makaleyi anlamak ve yorumlamak olmalıdır  gelecek haftaki sunumu mücahit tandoğan ve cengiz yaman gerçekleştirecektir kolay gelsin künye gündüz m z  resul d a ş  nesnelerin interneti gelişimi bileşenleri ve uygulama alanları pamukkale üniversitesi mühendislik bilimleri dergisi  n n',norm
'bugunku ders hk merhaba arkadaslar bugun dersimizi de baslatacagizgorusmek uzeren n',norm
'gelecek haftaki sunum merhaba gelecek hafta metni furkan yusuf ve hüseyin sunacak derse aktif katılmanız ve bunun için mikrofonları hazırlamanız metni okumanız beklenmektedir kolay gelsin metnin künyesi aktan e  büyük veri uygulama alanları analitiği ve güvenlik boyutu bilgi yönetimi   eklenmiş dosyalar dosya  çağla edi̇z',norm
'i̇lk ders okuma makalesi merhaba i̇lk dersin okuma makalesi ektedirders soru cevaplarla interaktif işleneceğinden mikrofonlarınızın takılı olması gerekmektedir kolay gelsin eklenmiş dosyalardosya ',norm
'kütüphane  uygulamalı kullanıcı eğitimi   şubat  değerli kullanıcımız    bahar dönemi nde kütüphane olarak gerçekleştirmeyi planladığımız eğitim içeriğini ve katılım bağlantısını aşağıda bulabililirsiniz tarih  şubat   çarşamba saat   katılım bağlantısı  httpsmeetgooglecomqjqqgdxswoauthuser=hl=trpli= eğitim i̇çeriği kütüphane web sayfası katalog tarama kütüphane hesabı kampüs dışı erişim veri tabanlarında kaynak arama  ekitap i̇ndirme  katılımcı sayısı  kişi ile sınırlıdıruygulamalı kullanıcı eğitimi takvimi httpskutuphanesakaryaedutrtricerikuygulamalikullaniciegitimtakvimi sağlıklı ve iyi günler dileriz n',norm
'bugunku ders hkmerhaba arkadaslarbugunku dersimizi maalesef yapamayacagiz bir akreditasyon calismasindayiz ve dersi acmam mumkun olmayacakhaftaya guzel bir baslangic yapmayi umit ediyorumdersi cakisan arkadaslar dolayisiyla gec baslatmayi teklif etmiyorum o konuyu da diger hocamızla da gorusup halledecegimhaftaya gorusmek uzere n n',norm
'fon birleşmesine ait bilgilendirme türkiye hayat emeklilik  sayın hüseyi̇n şi̇mşek türkiye hayat ve emeklilik aş zem başlangıç emeklilik yatırım fonu türkiye hayat ve emeklilik aş başlangıç emeklilik yatırım fonu bünyesinde birleşecektir bu değişiklik sermaye piyasası kurulunun  tarih ve e sayılı izni doğrultusunda  tarihi itibarıyla hak kaybınız olmadan gerçekleşecektir',norm
'sabi̇s  ders duyurusu sabi̇ssakarya üniversitesi bilgi sistemi sabi̇s  ders duyurusu sayın hüseyi̇n şi̇mşek ders saati sevgili arkadaşlar sunu üzerinde son düzeltmeleri yapacağım o yüzden dersimizi  da başlatacağız hali̇l i̇brahi̇m cebeci̇',norm
'ders duyurusu sabi̇s bilgi  sabi̇ssakarya üniversitesi bilgi sistemi sabi̇s  ders duyurusu sayın hüseyi̇n şi̇mşek altıncı hafta makalesi ile i̇lgili merhaba altıncı hafta makale künyesi ve dosyası ektedir sunumu mücahit ve halil i̇brahim gerçekleştirecektir kolay gelsin künye dokuz a ş  çelik m  bulut bi̇li̇şi̇m si̇stemleri̇nde veri̇ni̇n farkli boyutlari üzeri̇ne derleme niğde ömer halisdemir üniversitesi mühendislik bilimleri dergisi   eklenmiş dosyalar dosya n',norm
'lexpera yeni nesil hukuk bilgi sistemi  çevrimiçi kullanıcı eğitimi   sakarya üniversitesi kütüphanesi <kutuphane@saumailsakaryaedutr değerli kullanıcımız lexpera yeni nesil hukuk bilgi sistemi modern ve kullanışlı arayüzüyle mevzuat içtihat ve literatür gibi hukuk bilgi kaynaklarına erişimi kolaylaştıran gelişmiş arama motoru ve diğer özellikleriyle kullanıcılara sayısız avantajlar sunan bir hukuk bilgi sistemidir   mart   –   httpsuswebzoomusjpwd=ugzvlziwdlxtfrhchhmtwmctfzdz uygulamalı kullanıcı eğitimi takvimi httpskutuphanesakaryaedutrtricerikuygulamalikullaniciegitimtakvimi sağlıklı ve iyi günler dileriz n',norm
'ybs yüksek lisans hocam merhaba teknoloji ve i̇novasyon yönetimi dersi kısa sınavlarında beşinci haftada ki slaytlardan sorumlumuyuz sistemde  slayt görünmüyor ekleme yapabilir misiniz iyi günler diliyorum',norm
'merhaba haklısınız eksik kalmış hemen ekledim teşekkürler i̇yi günler',norm
'bedelli sermaye arttırımı hakan çiragöz merhabalar yatırımcınız olarak sorum şudur hisselerin değer kaybına neden bu kadar göz yumuyorsunuz acaba  değer kaybı  lara ulaştı',norm
'hız sorunu hakan çiragöz  merhabalar  nolu fatih hattı internetimiz ölçümlerde download hızı  mbit gözüküyor okulumuzun internet sorununu çözebilir miyiz demre anadolu i̇mam hati̇p li̇sesi̇',norm
'üyelik hakan çiragöz  merhaba üyeliğim durduruldu aktif etmem için neler gerekli',norm
'hedap kapama hakan çiragöz  hesabımı kapatmak istiyorum müşteri hizmetlerine ulaşamıyorum yardımcı olur musunuzn',norm
'devreye alma merhaba cleanroom üretim alanına yeni kurulacak olan makine için devreye alma işlemleri nelerdir bu konu hakkında prosedür veya işlem basamakları nelerdir',norm
'merhaba kamil bey öncelikle cleanroomprcom ziyaretiniz için teşekkür ediyoruzdijital bir medya mecrası olarak  temizoda endüstrisinin duyurum kanalı misyonuyla sektörde birleştirici bir görevi yerine getiriyoruz sorularınızı  yanıtlayamıyoruz çünkü uzmanlık alanımız daha farklı ancak sizi temizoda teknolojileri derneğine yönlendirebiliriz kendilerine aşağıdaki mail adresinden ulaşabilirsiniz bilgi@temizodaorgtr i̇lginize tekrar teşekkürleri̇yi çalışmalar',norm
'uygulama mrb hocam yarın nbtim olduğundan staja gelemeyecegim i̇zzet hocama söyledim sizinde bilginiz olsun hocam iyi günler ',norm
'merhaba yasin bey tamam iyi günler dilerim',norm
'şubat ayı maaş bordrosu duygu hanım merhabalar  ekte önceki iş yerime ait şubat ayı maaş bordrosu vardır bilgilerinize n',norm
'firma müşteri numarası  text dosya başarıyla aktarılmıştır bağlı olduğunuz şube tarafından onay verilmesi ve şartların uygun olması durumunda ödeme tarihinde işleminiz gerçekleşecektir',norm
'hocam merhaba beni̇m transkri̇pti̇mde  yariyilda öğretmenli̇k uygulamasi ve öğrtmeli̇k uygulamasi ii gözüküyor i̇ksi̇de i̇ki̇nhci̇ dönem mi̇ aliniyor ayrica bi̇ldi̇ği̇ni̇z üzere  yiilk öğretmeni̇m ve bi̇ti̇rdi̇ği̇m fakültede bu uygulamalari aldim bu dersleri̇n i̇nti̇bak yapilmamasi üni̇verste kararimibölüm kararimi yökün kararimidir bu konuda bölüme di̇lekçe versem değerlendi̇ri̇lebi̇lrmi̇ hocam teşekkürlern',norm
