@relation normspam
@attribute text string
@attribute @@class@@ {tanitimlar,birincil,guncellemeler,sosyal}
@data
'merhaba öğretmenim okuloncesicilginlik etkinlik ve planlarını tercih ettiğiniz için teşekkür ederiz planlar  dönem  dönem ve tamamlayıcı ek arşiv dosyası olmak üzere  parçadan oluşmaktadır i̇ndirme işleminin çok uzun sürmemesi için bir dosyanın inmesi tamamlandıktan sonra diğer dosyayı indirmeye başlamanızı tavsiye ederiz yani  dosyayı aynı anda indirmeye çalışmak internet hızınıza bağlı olarak daha uzun süre alabilir  dönem yaklaşık gb  dönem yaklaşık  gb tamamlayıcı arşiv dosyalar yaklaşık  gb boyutunda olup toplamda ortalama  gb arası yer kaplamaktadır dosyaları telefonunuza da indirebilirsiniz ancak içerisinde çok fazla dosya çeşidi olduğundan winrar ile sıkıştırılmıştır i̇ndirdikten sonra açmak için dosyayı bilgisayarınıza kopyalayıp ve winrar programı ile açmalısınız bilgisayarınızda bu program yoksa google dan winrar indir diye aratarak winrar programını indirip kurmanız yeterli olacaktır dosyaların düzeninin bozulmaması açısından indirilen sıkıştırılmış klasöre girince karşınıza çıkacak  dönem isimli dosyayı masaüstüne sürükleyerek sıkıştırılmış klasörden çıkarmanızı öneririz plan içerisindeki videolar gomplayer video oynatıcı programla daha rahat açılmaktadır word dosyaları office word programı pdf uzantılı dosyalar ise acrobat reader programı ile açılmaktadır dosya açılmalarında problem yaşarsanız bu programlarla ilgili dosyaları açmanızı tavsiye ederiz dosyalar indirme problemleri yaşamamanız için tarafımızca wetransfer alanımıza yüklenmiştir wetransfer en hızlı sunucu ağına sahip indirme alanıdır dosyaları indirirken bağlantı hatası alırsanız muhtemelen internet hızınız zayıftır bilgisayarınızı modeminize yakın konumlandırarak indirmenizi tavsiye ederiz normal bir indirme hızı mbps civarıdır sorunun devam etmesi halinde google a internet hız testi yazarak hız testi yapmanızı internet hızınız belirttiğimiz hızın çok altlarındaysa daha hızlı bir internetle indirmenizi öneririz planları bilgisayarınıza indirdikten sonra birkaç flash belleğenize kopyalanız yararınıza olur wetransfer üyeliğimiz belli bir dönemi kapsamaktadır ilgili dönem sonrası dosyaları indirmekte sıkıntı çıkabilmektedir i̇ndirdikten sonra bunu unutmamanızı rica ederiz sevgili zümrem bu çalışmalar çok büyük emeklerim ve ekip çalışmamız sonucunda ortaya çıkmıştır i̇lgili çalışmaların dağıtılmasına çoğaltılmasına rızam yoktur bu konudaki hassasiyetiniz için şimdiden çok teşekkür ederim plan linklerinizn',birincil
'nalan öğretmen planlari merhabalar sevgi̇li̇ öğretmen arkadaşlarim yine çok emek vererek sizler için harika bir plan hazırladım severek kullanacağınıza eminim sınıflarınızda size eşlik edebilmek benim için büyük bir mutluluk sınıfınızda bana yer verdiğiniz için ayrıca teşekkür ederim i̇nşallah güzel bir eğitim öğretim yılını birlikte tamamlayacağız linklerin başlıklarında neler olduğunu belirttim  linkleri tek tek indirmenizi tavsiye ederim wifi ye yakın olun dosyaları size winrar dosyası olarak gönderiyorum  büyük dosyalar olduğu için sıkıştırıp gönderiyorum dosyaları indirdikten sonra dosya üzerine gelip sağ tiklayin ve buraya çikart seçeneği̇ne basin bu şekilde dosyalar winrardan çıkar ve daha kolay kullanırsınız hepi̇mi̇ze güzel bi̇r yil di̇li̇yorum  sevgi̇ler  nalan öğretmen',birincil
'siparisiniz basarili bir sekilde tamamlanmistir merhaba nagihan şimşek siparişiniz için teşekkür ederiz umarız alışveriş deneyiminizden mutlu kalmışsınızdır müşteri memnuniyetimizi her gün iyileştirmeye çalışmaktayız zaman ayırıp bizi ne derece arkadaşına önereceğine puanlayabilirsen kendimizi geliştirmemiz için bize destek olacaksın',birincil
'earşiv fatura flo logo kadın erkek çocuk spor sayın müşterimiz siparişinize ait earşiv faturanız ekte bilginize sunulmuştur',guncellemeler
'siparisiniz alınmıstır siparişlerinizthesabınıztmüşteri hizmetleri merhaba nagihan şimşek si̇pari̇şi̇ni̇z alindi sipariş numarası  alışverişiniz için teşekkür ederiz siparişinize dair detayları aşağıda görebilirsiniz siparişiniz kargoya verildiğinde sizi bilgilendireceğiz',birincil
'maillerimizi almaya devam etmeniz i̇çin merhaba arkadaşlar daha önceden mail listemize kayıtlı değilseniz aşağıdaki bağlantıda hem mail listemize nasıl kaydolacağınızı hem de yeni email adresimizden yeni sistemimizle gelen emailleri nasıl emailinizin birincil klasörünüze taşıyacağınızı anlattık',birincil
'ege ve arkadaşları  okul öncesi planlarımız hakkında bilgilendirme mesajı bu arada yanlış anlaşıldığını fark ettiğim bir noktaya da açıklık getirmek istiyorum bu sene aynı planın  farklı versiyonunu yapacağımızı zaten söylemiştik biri ücretli versiyon biri ücretsiz versiyon olacak ki bunu da söylemiştik yanlış anlaşılan kısım planlarımızda etkinliklere link vereceğimizi söylediğimiz kısım ki bunu da şu şekilde açıklayabilirim  çeşit linkleme bağlantı verme yöntemi var birisi internet üzerindeki bir resim video ya da web sitesine linkleme diğeri ise bilgisayarın içindeki bir dosyaya resme ya da videoya linkleme ücretli planlarımızda planımızı bir kere indirdiğinizde bir daha internete ihtiyacınız olmayacak tüm linklerimiz bilgisayardaki dosyalara olacak bunu şu şekilde anlatabilirim normalde youtubea yüklediğimiz bir çanakkale zaferi bilgi videomuzun aynısını planın içine de ekleyeceğiz siz bilgisayardaki dosyalarda videoyu aramak zorunda kalmayacaksınız plandaki linke tıklayıncan bilgisayardaki video açılacak youtubedaki video değil yani sadece planı ilk yüklerken internetinizin olması yeterli olacak sonra bir flash ile okulunuzdaki bilgisayarınıza götüreceksiniz bu kadar ücretsiz planlarda ise bilgi videoları sanat etkinlikleri açıklama videoları şarkı videoları hikaye videoları vb videoların çoğu youtube üzerinde olacak ve tıkladığınızda youtubedaki video açılacak ücretsiz planları kullanırken internete ihtiyacınız olacak bir de planlarımızda günlük interaktif ev etkinlikleri olacak velilerin ve çocukların bilgisayar ya da telefon başına oturup günün etkinliklerini tekrar etmeleri ve konuyla ilgili ek etkinlikler yapabilmeleri için bu interaktif etkinlikleri de web sitemiz olan httpswwwegevearkadaslaricom web sitemize zamanı geldikçe ekleyeceğiz hem ücretli plan kullanan arkadaşların velileri hem de ücretsiz plan kullanan arkadaşların velileri buradaki etkinliklere ulaşabilecekler',birincil
'ege ve arkadaşları web sitesi açıldı merhaba arkadaşlar web sitemizi açtık ağustosun ortasında planlarımızı web sitemizden paylaşmayı planlıyoruz entegre edebilirsek şimdilik web sitemize planlarımız hakkında bilgi ve gelişim raporu oluşturma programımızı ekledik i̇lk aşamada plan hazırlamaktan vaktimiz arttıkça bir plan yükleme sayfası bir etkinlikler bölümü ve bir de video hikayeler bölümü hazırlayacağız web sitemiz hakkında fikirlerinizi eklememizi istediğiniz şeyleri yazabilirsiniz',tanitimlar
'planlarımızı daha i̇yi hale getirmek i̇çin fikirlerinize i̇htiyacımız var merhaba arkadaşlar planlarımızı daha iyi hale getirmek için çoktan seçmeli  dakikada bitirebileceğiniz  soruluk bir anket hazırladık  katılıp cevaplarsanız seviniriz n  ',tanitimlar
'otomatik gelişim raporu oluşturucu merhaba arkadaşlar sizler için bir otomatik gelişim raporu hazırlayıcı yaptım tek tıklama ile her çocuğa ayrı gelişim raporu hazırlıyor fakat programı buradan paylaşmayı beceremedim programa telegram sayfamızdan ulaşabilirsiniz httpbitlyegetelegram hizmette sınır tanımıyoruz not program excelde hazırlandığı için bilgisayarda açmanız ve bilgisayarınızda da excel programının yüklü olması gerekiyor yükledikten sonra üst tarafta sarı bir kutuda düzenlemeyi etkinleştir ve i̇çeriği etkinleştir yazılarına tıklamanız gerekiyor',birincil
'siparisiniz teslim edilmistir flo logo siparişlerinizthesabınıztmüşteri hizmetleri merhaba nagihan şimşek si̇pari̇şi̇ni̇z tesli̇m edi̇ldi̇ sipariş numarası  aşağıda gördüğünüz ürünler tarafınıza teslim edilmiştir sipariş ettiğiniz diğer ürünler farklı bir kargo ile gönderilecektirgönderilmiştirn',birincil
'ege ve arkadaşları  haziran planları hazır merhaba arkadaşlar  haziran ege ve arkadaşları planlarımız hazır diğer yandan  planlarımızın da ilk dönem planlarının da plan hazırlama kısmı bitmeye yaklaştı beyin jimnastiği kodlama matematik sanat okuma yazmaya hazırlık etkinliklerinin çalışma kağıtlarının yanı sıra şarkı sanat etkinlikleri bilmece şiir parmak oyunu hikaye ve deney videolarını olabildiğince kendimiz hazırlıyoruz bu sebeple planlama kısmı bitmiş olsa da video çekim ve videoların plan içeriğine eklenme işlemleri bir hayli zaman alarak devam ediyor planlarımızın erken satışına birkaç gün önce başladık planlarımızı haziran ayı boyunca  indirim ile  tlden temmuzun inden itibaren ise  tlden ücretlendireceğiz planları satın almak i̇çin iban i̇sim soyisim canan erişkin açıklama ad soyad telefon numarası email adresi plan ücretleri gönderildikten sonra  gün içinde açıklamadaki telefon numarasını ücretli plan kullananlara özel açtığımız whatsapp grubuna ekleyeceğiz ağustos ayının ortasında planlarımızı paylaşıma açtığımızda ise ücretli planların özel linkine erişimi yine açıklama kısmına yazdığınız mail adresine vereceğiz bu yüzden eğer ücretli plan almak istiyorsanız açıklama kısmına telefon ve mail adresinizi dikkatlice yazınız  dönemin planlarını ağustos ayının ortasında  dönemin planlarını ise  dönemin ortasında paylaşacağız aklınıza takılan bir şey olursa whatsapp üzerinden sorabilirsiniz     n',birincil
' mayıs haftası uzaktan eğitim planları merhaba arkadaşlar daha önce de dediğimiz gibi her ne kadar neredeyse tüm öğretmenler  ya da  gün yüz yüze eğitim yapsa da  gün yüz yüze  gün uzaktan eğitim yapanları da düşünerek artık tarihsiz  günlük plan hazırlıyoruz eğer  gün uzaktan eğitim yapıyorsanız uzaktan eğitim yaptığınız günleri yazarsınız  gün uzaktan eğitim yapıyorsunuz da  plandan birini seçip paylaşırsınız',birincil
' mayıs   haziran planlarının devamı merhaba arkadaşlar bu haftanın devamını da paylaşıyoruz çarşamba perşembe cuma',birincil
'et numaralı earşiv faturanız hazırdır english home  logo sayın nagihan şimşek  english homedan   tarihinde vermiş olduğunuz  try tutarındaki siparişinizin earşiv faturası ekte sunulmuştur',guncellemeler
'önümüzdeki yılın yüz yüze eğitim planları hakkında merhaba arkadaşlar bayramdan sonra ufak bir sürprizimiz olabileceğini söylemiştik fakat dayanamadık ve sürprizimizi bayramdan önce yapmaya karar verdik daha önce gruplardan ve özelden önümüzdeki sene için yüz yüze eğitim planı yapıp yapmayacağımız sorulmuştu ve biz her seferinde henüz yüz yüze eğitim planı yapmak gibi bir düşüncemiz olmadığını söylemiştik fakat son aldığımız kararla önümüzdeki sene için yüz yüze eğitim planımızı hazırlamaya başladık şimdilik ilk haftanın planı bitmek üzere eğer temmuzun başına kadar ilk dönemin yarısının planını hazırlayabilirsek  hafta planları hazırlamaya devam edeceğiz eğer yetiştiremezsek tüm yılın planını yetiştiremeyeceğimize karar verip vazgeçeceğiz yani önümüzdeki sene için yüz yüze eğitim planlarımızı hazırlayıp hazırlamayacağımıza kesin kararımızı temmuzun başında vereceğiz şimdilik düşüncemiz sadece  yaş planı hazırlamak fakat plan hazırlama hızımıza bağlı olarak küçük yaş planı da hazırlayabiliriz ve yine şimdilik düşüncemiz hem ücretsiz hem de ücretli plan hazırlamak i̇kisinin arasındaki asıl fark ücretsiz planlarımızda video etkinliklerimize youtube üzerinden ulaşılabilecek olup ücretli planlarda videoların direkt olarak planın içinde olacak olmasıdır bir de ücretli planlara özel birkaç çeşit etkinlik daha hazırlayacağız ücret konusunu henüz düşünmedik hele bir temmuz başı gelsin ve biz planı hazırlamaya kesin karar verelim o zaman düşünürüz fakat piyasadaki planlardan çok daha ucuz olacağını rahatlıkla söyleyebiliriz planlarımız hakkında daha detaylı bilgi için şöyle bir pdf sayfası hazırladık i̇nceleyip aklınıza takılanları sorabilirsiniz',birincil
'youtube ve instagram hesaplarımız hakkında  merhaba arkadaşlar… zaman zaman gerek whatsapp gruplarımızdan gerek telegram grubumuzda gerek  facebooktan gerekse özelden planlarımızı hiçbir ücret istek beklenti olmadan paylaştığımız için teşekkür mesajları alıyoruz fakat aslında durum tam olarak bu şekilde değil evet herhangi bir ücret istemiyoruz fakat yaklaşık  aydır youtube reklamlarımızı açtık ve planlarımızda kullandığımız videolarımızın izlenmeleri karşılığında youtube amcamız bize az da olsa bir ücret verecek şimdilik vermedi yani her ne kadar bazı arkadaşlarımızın bizleri iyilik timsali olarak görmesi çok çok çok hoşumuza gitse de durum bu planlarımızda kullandığımız etkinliklerin neredeyse tamamını ve çeşitli etkinliklerin de örnek ve yapılış videolarını youtube hesabımıza da yüklüyoruz youtube hesabımızı takip ederek bizleri biraz daha motive etmeye ne dersiniz  httpbitlyegeyoutube ayrıca ara ara instagram hesabımızı soranlar oluyordu biz de bu sorulara “instagram hesabımızı aktif olarak kullanmıyoruz” şeklinde cevap veriyor doğru zaman için kendimizce bir işaret bekliyorduk… haftasonu youtube hesabımızı açtığımda abone sayımızın “” olduğunu görerek matematiği sevip sayıların gücüne inanan biri olarak instagram hesabımızı da tekrar aktif hale getirmeye karar verdim ve sayıların gücünü pekiştirmek amacı ile instagram hesbaımızın abone sayısının da “” olmasını bekliyorum instagram için içeriklerimizi üretmeye başladık abone sayısı “” olduğunda paylaşımlara başlayacağızarayıp soranlara duyrulur',birincil
'bayram planları merhaba arkadaşlar  her ne kadar önümüzdeki hafta yani bayram haftası resmi olarak tatil olsa da biz velilerimiz için bir bayram planı oluşturduk i̇çine normal etkinliklerimizin yanı sıra hem birkaç bayram etkinliği hem de aynı zamanda engelliler haftası olması sebebiyle bir de engelliler haftası etkinliği ekledik yine resmi olarak tatil olması sebebiyle değerlendirme rapor vb sayfaları eklemedik sadece velilere gönderilecek günlük akışları hazırladık ayrıca hem normalde yaptığımız gibi günlük akışlar hazırladık hem de bayramda her gün plan göndermek istemeyenler için günlük bültenleri birleştirerek haftalık bir bülten hazırladık kullanmak isteyen olursa diye sizlerle de paylaşıyoruz',birincil
'iade sureciniz baslatılmıstır siparişlerinizthesabınıztmüşteri hizmetleri merhaba sn nagihan şimşek numaralı siparişinizde iade işlemi gerçekleştirilmiş olup ücret iadesi süreciniz başlatılmıştır i̇ade tutarının hesaplarınıza yansıması bankanıza göre farklılık gösterebilmektedir detaylı bilgi için bankanız ile iletişime geçebilirsiniz soru ve görüşleriniz için iletişim sayfamızdan veya    numaralı müşteri hizmetleri hattımızdan bize ulaşabilirsiniz saygılarımızlan n',birincil
'heyecandan linkleri yazmayı unutmuşum   merhaba arkadaşlar planlarımızı hem bizim sizinle daha kolay paylaşabilmemiz hem de sizin velilerinizle daha kolay paylaşabilmeniz için whatsapp plan paylaşım grubumuzu kurduk böylelikle mail ulaştı mı spama ya da diğer klasörüne düştü mü gibi endişelerimiz de ortadan kalkmış olacak i̇steyen herkes whatsapp grubumuza katılabilir paylaştığımız planları tek tuşla kendi sınıf whatsapp grubuna yönlendirebilir',birincil
'ege ve arkadaşları whatsapp plan paylaşım grubumuzu kurduk   merhaba arkadaşlar planlarımızı hem bizim sizinle daha kolay paylaşabilmemiz hem de sizin velilerinizle daha kolay paylaşabilmeniz için whatsapp plan paylaşım grubumuzu kurduk böylelikle mail ulaştı mı spama ya da diğer klasörüne düştü mü gibi endişelerimiz de ortadan kalkmış olacak i̇steyen herkes whatsapp grubumuza katılabilir paylaştığımız planları tek tuşla kendi sınıf whatsapp grubuna yönlendirebilir  ',birincil
'alışverişinizden memnun kaldınız mı hepsiburada merhaba siparişinizdeki ürünlerden ve alışveriş deneyiminizden memnun kaldınız mı merak ediyoruz',tanitimlar
' mart çanakkale zaferi ve çanakkale şehitlerini anma günü eğitici videosu merhaba arkadaşlar planlarımıza  mart çanakkale zaferi ve çanakkale şehitleri günü için eğitici bir video aradığımızda bizim yaş grubuna uygun kan gövdeyi götürmeyen açıklayıcı ve bilgilendirici içimize sinen bir video bulamayınca kolları sıvayıp bir video hazırladık gerçi bizim videomuzun da eksikleri fazlalıkları zor anlaşılır kksımları mutlaka olmuştur sonuçta ilk defa böyle bir video deniyoruz ama onları da bir sonraki denememüzde düzeltiriz sizden ricamız videomuzu izleyip eksikfazla gördüğünüz kısımları yazar mısınız',birincil
'kütahya porselen sanayi aş earşiv fatura efatura sn yetkili  tarihli faturaniz ekte sunulmustur fatura tutariniz t try yandaki baglantiya tiklayarak faturanizi indirebilirsiniz kütahya porselen sanayi as',guncellemeler
' dönem  hafta planları hakkında merhaba arkadaşlar  dönemin  haftanın planında yer vermeyi düşündüğümüz mikro evren konusunun pazartesi günkü kısmını paylaşmak istedik fikirlerinizi söyler misiniz',birincil
'contact form message i̇yi günler kullanıcıların hesapları kayıt işlemi tamamlandıktan sonra yaklaşık bir hafta içinde  il koordinatörü tarafından kontrol edilir ve öğretmen oldukları teyit edildikten sonra onaylanır sizin hesabınız  tarihinde onaylanmıştır saygılar',sosyal
'etwinning sevgili öğretmenim iyi günler etwinning ailemize hoş geldiniz ben zuhal özbay antalya i̇l mem arge biriminde etwinning il koordinatörü olarak görev yapıyorum etwinning ile ilgili sorularınızı isterseniz bana isterseniz deneyimli etwinnerların da yer aldığı antalya etwinning telegram grubuna  sorabilirsiniz etkinliklerimizi sosyal medya hesaplarımızdan takip edebilirsiniz ayrıca yeni başlayan arkadaşlarımız etwinningmebgovtr adresinde yer alan online eğitimler sayesinde kendi kendine öğrenme sürecini de tamamlayabilirler telegram linkimiz sevgili öğretmenim iyi günler etwinning ailemize hoş geldiniz ben zuhal özbay antalya i̇l mem arge biriminde etwinning il koordinatörü olarak görev yapıyorum etwinning ile ilgili sorularınızı isterseniz bana isterseniz deneyimli etwinnerların da yer aldığı antalya etwinning telegram grubuna  sorabilirsiniz etkinliklerimizi sosyal medya hesaplarımızdan takip edebilirsiniz ayrıca yeni başlayan arkadaşlarımız etwinningmebgovtr adresinde yer alan online eğitimler sayesinde kendi kendine öğrenme sürecini de tamamlayabilirler telegram linkimiz ',birincil
'kaydınızın onaylanması sevgili nagihan şi̇mşek atatürk i̇lkokulu hesabınız ulusal danışmanlık servisiniz uds tarafından onaylanmıştır artık aşağdaki bilgilerle giriş yapabilirsiniz kullanıcı adı ngh şifre kaydolurken seçtiğiniz şifreyi kullanın eğer şifrenizi unuttuysanız oturum acma kutusundaki “şifrenizi mi unuttunuz” seçeneğine tıklayın başlamak için lütfen nasıl destek alınacagı ile ilgili makaleyi okuyun i̇yi şanslar etwinning ekibi',birincil
'ön kayıt onayı sayın  etwinninge ilginizden dolayı teşekkür ederiz kaydınızı tamamlamak için lütfen aşağıdaki bağlantıya tıklayınız bu kendiniz ve okulunuz hakkında bilgi vermenizi sağlayacaktır httpswwwetwinningnettrpubregistercfmkey= eğer bağlantıda sorun varsa bunu kopyalayıp tarayıcınıza yapıştırın etwinninge kayıtlı değilseniz lütfen bu mesajı önemsemeyin sorularınız için lütfen helpdesk@etwinningnet adresine eposta gönderin saygılar etwinning ekibi',birincil
'onayın gecikti ürün bedeli satıcıya aktarıldı sıfır risk sistemi nedir merhaba nagihansimsekonayın gecikti ve ürün bedeli satıcıya aktarıldı satın aldığın ürünü sana verilen sürede  iş günü   saat onaylamadığın için ürün bedeli satıcının hesabına aktarıldı siparişinle ilgili ayrıntılı bilgi almak  satıcıyla iletişime geçmek için gittigidiyora kayıt işlemini tamamlamalısın',birincil
'stajyer not hocam merhaba telefonumdan tüm numaralar silindigecen hafta okuldan çıkmak zorunda kalınca cikti alamadımyarın  okula gideceğim   adet sf var ikisi de dolacakmin',birincil
'okul kütüphanemiz için kitap talep ediyoruz merhaba ben antalya demre atatürk i̇lkokulunda öğretmenim okul kütüphanemiz için kitaba ihtiyacımız var bu konuda bize destek olursanız çok seviniriz n',birincil
'bu hesabın silinmesini talep ediyorum bu hesabın silinmesini talep ediyorum',birincil
'sipariş iptali nagihan şimşek  nolu siparişimin iptalini istiyorum',birincil
'merhaba ayın  sinde hesabıma iptal edilen siparişimin ücreti yatacağı söylendi henüz aktarı yapılmadı para hesabıma ne zaman aktarılacaktır',birincil
'açıköğretim sistemi  kayıt yenileme bilgilendirmesi anadolu üniversitesi sevgili öğrencimiz yeni dönemin başlamasına çok az kaldı sen de türkiyenin açık ve uzaktan öğrenmede yaklaşık  yıllık tecrübeye sahip öncü kurumu olan anadolu üniversitesi açıköğretim sisteminin bir öğrencisi olarak kaydını yenile ve hayallerinin peşinden koşmaya sana sunulan fırsatların ayrıcalığını yaşamaya devam et bunun için yapman gereken şey çok basit kayıt sayfasından giriş yapıp derslerini seçerek ödemeyi tamamlamak kayıt yenileme işlemini  ekim  cuma günü sonuna kadar ders seçimi saat  ödeme a kadar yapabilirsin kaydın tamamlandıktan sonra anadolum ekampüs üzerinden derslerin tanımlanacak ve birçok farklı materyalle öğrenme olanağına kavuşmuş olacaksın ayrıca  güz dönemi ara sınavlarında dilediğin yerden masaüstü dizüstü ya da mobil cihazınla bağlanarak sınavlarını sana verilen süre içerisinde dilediğin zaman diliminde gerçekleştirebileceksin',birincil
'mebdys i̇ş listesi  bilgilendirme millî eğitim bakanlığı doküman yönetim sistemi i̇ş listenizde  tarih ve saat  itibari ile bekleyen işleriniz bulunmaktadır',birincil
'yks  oturum temel yeterlilik testi tyt bina tercihleri görevli i̇şlemleri sistemi sayın hüseyi̇n şi̇mşek yks  oturum temel yeterlilik testi tyt isimli oturum için yapmış olduğunuz bina ve görev tercihleri listesi aşağıda listelenmiştir görevler gözetmen salon başkanı bi̇nalar  antalyakumluca  yil beykonak ortaokulu  antalyakumluca ahmet avcioğlu ortaokulu  antalyakumluca bayram çi̇ftçi̇ i̇mam hati̇p ortaokulu  antalyakumluca cumhuri̇yet ortaokulu  antalyakumluca havvasedat avcioğlu fen li̇sesi̇  antalyakumluca kasapçayiri ortaokulu  antalyakumluca kumluca anadolu i̇mam hati̇p li̇sesi̇  antalyakumluca akdeni̇z üni̇versi̇tesi̇kumluca meslek yüksekokulu  antalyakumluca atatürk ortaokulu  antalyakumluca kumluca anadolu li̇sesi̇  antalyakumluca kumluca farabi̇ mesleki̇ ve tekni̇k anadolu li̇sesi̇  antalyakumluca kumluca fati̇h mesleki̇ ve tekni̇k anadolu li̇sesi̇  antalyakumluca kumluca gülçeti̇n kaur anadolu li̇sesi̇  antalyakumluca kumluca kiz anadolu i̇mam hati̇p li̇sesi̇  antalyakumluca kumluca mesleki̇ ve tekni̇k anadolu li̇sesi̇  antalyakumluca kumluca şehi̇t ömer hali̇sdemi̇r i̇mam hati̇p ortaokulu  antalyakumluca kumluca sosyal bi̇li̇mler li̇sesi̇  antalyakumluca mavi̇kent durali̇ yazici ortaokulu  antalyakumluca mavi̇kent mustafaayşe acarbulut anadolu li̇sesi̇  antalyakumluca mavi̇kent ramazan abaci ortaokulu tercih ettiğiniz binalara yerleştirilememeniz durumunda herhangi bir binada görev yapmayı kabul ettiniz i̇yi günler dileriz',birincil
'yks  oturum alan yeterlilik testleri ayt bina tercihleri görevli i̇şlemleri sistemi sayın hüseyi̇n şi̇mşek yks  oturum alan yeterlilik testleri ayt isimli oturum için yapmış olduğunuz bina ve görev tercihleri listesi aşağıda listelenmiştir görevler gözetmen salon başkanı bi̇nalar  antalyakumluca akdeni̇z üni̇versi̇tesi̇kumluca meslek yüksekokulu  antalyakumluca atatürk ortaokulu  antalyakumluca cumhuri̇yet ortaokulu  antalyakumluca havvasedat avcioğlu fen li̇sesi̇  antalyakumluca kasapçayiri ortaokulu  antalyakumluca kumluca anadolu i̇mam hati̇p li̇sesi̇  antalyakumluca kumluca anadolu li̇sesi̇  antalyakumluca kumluca gülçeti̇n kaur anadolu li̇sesi̇  antalyakumluca kumluca farabi̇ mesleki̇ ve tekni̇k anadolu li̇sesi̇  antalyakumluca kumluca mesleki̇ ve tekni̇k anadolu li̇sesi̇  antalyakumluca kumluca şehi̇t ömer hali̇sdemi̇r i̇mam hati̇p ortaokulu  antalyakumluca kumluca sosyal bi̇li̇mler li̇sesi̇  antalyakumluca mavi̇kent mustafaayşe acarbulut anadolu li̇sesi̇  antalyakumluca mi̇mar si̇nan ortaokulu  antalyakumluca özel kumluca sinav anadolu li̇sesi̇  antalyakumluca zi̇ya gökalp yatili bölge ortaokulu tercih ettiğiniz binalara yerleştirilememeniz durumunda herhangi bir binada görev yapmayı kabul ettiniz i̇yi günler dileriz',birincil
'yks  oturum yabancı dil testi ydt bina tercihleri görevli i̇şlemleri sistemi sayın hüseyi̇n şi̇mşek yks  oturum yabancı dil testi ydt isimli oturum için yapmış olduğunuz bina ve görev tercihleri listesi aşağıda listelenmiştir görevler gözetmen salon başkanı bi̇nalar  antalyakumluca kasapçayiri ortaokulu  antalyakumluca kumluca gülçeti̇n kaur anadolu li̇sesi̇ tercih ettiğiniz binalara yerleştirilememeniz durumunda herhangi bir binada görev yapmayı kabul ettiniz i̇yi günler dileriz',birincil
'randevu kayıt randevu hatirlatma mesajı sayın hüseyi̇n şi̇mşek antalya demre devlet hastanesi̇ kurumu genel cerrahi kliniğinde   tarihinde murat kağan bi̇lge adlı hekim için genel cerrahi̇  murat kağan bi̇lge muayene yerinde muayene randevunuz bulunmaktadır randevunuza gitmeyecekseniz diğer vatandaşlarımızın faydalanabilmesi için lütfen iptal ediniz lütfen belirtilen zamanda muayene için hazır olunuz',birincil
'aralık ayı eekstre servisi bu ileti güvenilir bir gönderenden geliyor zi̇raat bankasi  cum  sayın h ş  nolu kartınıza ait aralık  ayı ekstresine ekli pdf dosyasından ulaşabilirsiniz dönem borcunuz ve son ödeme tarihiniz aşağıda belirtilmektedir',guncellemeler
'sosyal güvenlik kurumu sms bilgilendirme sistemi edevlet kapısı sosyal güvenlik kurumu sms bilgilendirme sistemi sn  hüseyi̇n   şi̇mşek sigortalılık ve sağlık medula i̇şlemlerinize ait bilgilerinizin cep telefonunuza mesaj ile gelmesi için  sgk sms bilgilendirme sistemine cep telefonu numaranızı kayıt edinizsosyal güvenlik kurumunu sms bilgilendirme sisteminde cep telefonu kaydı olan vatandaşlara sigortalılıkları sigortalı i̇şveren emekli hak sahibi kapsamında sms ile ücretsiz bilgilendirme yapılmaktadırsosyal güvenlik kurumu sms bilgilendirme sistemi ile hekiminiz tarafından yazılan ereçete numaranızhekiminiz tarafından yazılan i̇laç bilgilerinizi̇laçlara i̇lişkin katılım payı ücret bilgilerinizsağlık hizmet kuruluşlarında görmüş olduğunuz tedaviye i̇lişkin kurumumuz tarafından ödenen tutar kurumumuza teslim etmiş olduğunuz evrakların takibini yapabilmeniz için evrak takip numarasınız talepli ödemeleriniz şahıs ödemeleriniz i̇ş göremezlik rapor ücretleriniz süt i̇zni emzirme ödeneği ücretleriniz yol yardımı ve cenaze yardım ücretleriniz a  b toptan ödemeleriniz a  b günlük ödemeleriniz sigortalı i̇şe giriş bildiriminiz sigortalı i̇şten çıkış bildiriminiz vb konularda bilgilendirme yapılmaktadır',birincil
'favori i̇lanınızın fiyatı düştü bilgilendirme epostalarının “gelen kutusu”na düştüğünden emin olmak için info@sahibindencom adresini “adres defteri”nize ekleyebilirsiniz sahibindencom favori i̇lanınızın fiyatı düştü merhaba hüseyin şimsek favorilerinize eklediğiniz sahi̇bi̇nden  kizilarikta ara kat araç takasina açiktir başlıklı ilanın fiyatı düştü',tanitimlar
'bilgilendirme kredi kartı temassız i̇şlem limit artışı yapı kredi değerli müşterimiz temassız kredi kartları ile şifresiz işlem limiti  itibarıyla  tlden  tlye yükseltilmiştir temassız ödemenizi  tl ve altında ise imzaya ve şifreye gerek kalmadan  tl üzerinde ise postan şifre girerek hızlı kolay ve güvenli bir şekilde gerçekleştirebilirsiniz saygılarımızla',guncellemeler
